id;message;category
1237;Impossible d’utiliser l’application depuis la dernière mise à jour, elle se ferme automatiquement après le démarrage.;problème technique
1238;Le remboursement a été versé sur le mauvais IBAN malgré mes 3 emails de confirmation;réclamation
1239;L'application se bloque systématiquement quand j'essaie d'imprimer des documents PDF;problème technique
1240;Proposez-vous des formations certifiantes pour vos solutions professionnelles ?;autre
1241;Quelle est la durée de vie moyenne des batteries en utilisation intensive (8h/jour) ?;question produit
1242;La livraison express a pris 5 jours ouvrés au lieu des 24h promises;réclamation
1243;La synchronisation cloud ne fonctionne plus depuis la mise à jour 2.3.1;problème technique
1244;Avez-vous des partenariats avec des écoles d'ingénieurs pour des projets étudiants ?;autre
1245;Ce modèle est-il compatible avec les systèmes Linux Ubuntu 22.04 LTS ?;question produit
1246;J'ai reçu un produit différent de la description sur votre site (réf. #DL-45T);réclamation
1247;L'importation des contacts depuis Outlook crée des doublons aléatoires;problème technique
1248;Existe-t-il un programme de parrainage avec avantages pour clients fidèles ?;autre
1249;Quelle est la procédure de calibration recommandée en altitude (>1500m) ?;question produit
1250;Le SAV ne répond pas à mes tickets depuis 2 semaines (n°Ticket: #SR-78945);réclamation
1251;La fonction de sauvegarde automatique s'arrête après 2h sans message d'erreur;problème technique
1252;Envisagez-vous une version light de votre logiciel pour petites entreprises ?;autre
1253;L'autonomie réelle est-elle conforme aux 8h annoncées en usage intensif ?;question produit
1254;Le remboursement promis il y a 3 semaines n'est toujours pas visible sur mon compte;réclamation
1255;L'interface admin ne permet plus de modifier les paramètres avancés depuis la dernière MAJ;problème technique
1256;Serait-il possible d'obtenir une démo prolongée de 30 jours pour notre équipe technique ?;autre
1257;Quelle est la procédure recommandée pour nettoyer les capteurs en environnement poussiéreux ?;question produit
1258;La facture comporte des frais de dossier non mentionnés lors de la commande;réclamation
1259;Le module de reporting génère des fichiers Excel corrompus depuis le patch d'hier;problème technique
1260;Avez-vous prévu des intégrations avec des outils CRM comme Salesforce ?;autre
1261;Ce matériel est-il adapté à une utilisation en extérieur sous forte pluie ?;question produit
1262;"Mon colis est marqué ""livré"" mais aucun avis de passage n'a été déposé";réclamation
1263;La connexion VPN plante systématiquement après 15 minutes d'utilisation;problème technique
1264;Offrez-vous des tarifs préférentiels pour les commandes groupées ?;autre
1265;Quel est le débit maximal supporté par la version professionnelle ?;question produit
1266;La garantie constructeur a été refusée sans justification technique valable;réclamation
1267;L'import de données volumineux (>10 000 lignes) échoue sans message d'erreur;problème technique
1268;Envisagez-vous des webinaires de formation en français prochainement ?;autre
1269;Comment configurer l'appareil pour une utilisation en température extrême (-20°C) ?;question produit
1270;Le service client ne répond pas aux urgences techniques en dehors des heures bureau;réclamation
1271;Les notifications push ne s'affichent plus sur iOS 16.5 depuis votre dernière update;problème technique
1272;Puis-je transférer ma licence à un nouveau collaborateur dans notre entreprise ?;autre
1273;Quelles sont les différences fonctionnelles entre les modèles 2022 et 2023 ?;question produit
1274;La commande #78945 a été annulée unilatéralement après confirmation;réclamation
1275;L'export PDF tronque systématiquement les tableaux à 5 pages;problème technique
1276;Avez-vous des revendeurs agréés dans la région Provence-Alpes-Côte d'Azur ?;autre
1277;L'appareil supporte-t-il le branchement sur secteur 220V et 110V ?;question produit
1278;Le retour n°RET-457 n'a toujours pas été remboursé après 6 semaines;réclamation
1279;La recherche plein texte ignore les caractères spéciaux (é, è, ç);problème technique
1280;Proposez-vous des contrats de maintenance annuelle avec intervention sur site ?;autre
1281;Quel est le temps de chauffe recommandé avant utilisation intensive ?;question produit
1282;Le système a malencontreusement crédité le mauvais compte bancaire alors que j'avais fourni le RIB exact;réclamation
1283;Depuis la mise à jour critique de sécurité, l'application mobile refuse toute connexion via authentification biométrique;problème technique
1284;Existe-t-il un programme ambassadeur permettant de promouvoir vos produits avec commission sur les ventes générées ?;autre
1285;Pourriez-vous préciser la procédure complète de désinfection des surfaces tactiles en milieu médical ?;question produit
1286;La livraison premium garantie en 24h a finalement mis 5 jours ouvrables sans compensation;réclamation
1287;Le module de chiffrement AES-256 provoque des plantages aléatoires sur les configurations multi-processeurs;problème technique
1288;Envisagez-vous de développer une solution spécifique pour le secteur de l'éducation avec gestion de classes ?;autre
1289;Quelle est la tolérance aux chocs certifiée selon les normes militaires MIL-STD-810G ?;question produit
1290;La facture proforma ne correspond pas au montant réellement prélevé avec un écart de 15%;réclamation
1291;Les sauvegardes automatiques ne prennent plus en compte les fichiers supérieurs à 4Go depuis le changement de version;problème technique
1292;Serait-il possible d'obtenir une documentation technique approfondie sur les protocoles utilisés ?;autre
1293;Ce modèle est-il adapté à une utilisation continue 24h/24 dans un environnement industriel ?;question produit
1294;Le service après-vente ne respecte pas ses propres délais contractuels de 72h pour les interventions urgentes;réclamation
1295;L'intégration OAuth2 avec Google Workspace ne fonctionne plus depuis la mise à jour des API Google;problème technique
1296;Proposez-vous des options de leasing ou location longue durée pour votre matériel professionnel ?;autre
1297;Quelle est la consommation électrique précise en mode veille avec toutes les options connectées ?;question produit
1298;Le colis livré présente des traces évidentes d'humidité et deux composants électroniques oxydés;réclamation
1299;La fonction de reconnaissance vocale ne parvient plus à traiter les commandes complexes depuis la refonte algorithmique;problème technique
1300;Avez-vous prévu des sessions de formation certifiante en ligne avec examen final ?;autre
1301;Comment configurer le système pour qu'il supporte simultanément 50 utilisateurs connectés en remote ?;question produit
1302;Le processus de retour demande des informations contradictoires selon les canaux de contact (site/téléphone/email);réclamation
1303;Le dashboard admin ne reflète pas en temps réel les modifications apportées via l'API avec un délai de 15-20 minutes;problème technique
1304;Existe-t-il une version allégée de votre solution pour les petites structures avec des besoins simplifiés ?;autre
1305;Quelles sont les précautions spécifiques pour le transport aérien de cet équipement en soute ?;question produit
1306;La garantie extension a été refusée sous prétexte d'un défaut non couvert alors qu'il s'agit clairement d'un vice de fabrication;réclamation
1307;L'export des données historiques au format JSON tronque systématiquement les dates avant l'année 2020;problème technique
1308;Pouvez-vous fournir des attestations de conformité aux normes européennes pour nos services achats ?;autre
1309;Quel est le protocole recommandé pour recycler les composants en fin de vie selon la directive RoHS ?;question produit
1310;Ma commande a été annulée sans préavis alors que l'article était marqué en stock;réclamation
1311;Le ventilateur fait un bruit anormal depuis quelques jours d'utilisation;problème technique
1312;Combien coûte la livraison express pour une commande de 150 euros;question produit
1313;Votre conseiller Marc a été d'une aide précieuse pour mon choix;autre
1314;L'écran tactile ne répond plus dans le coin supérieur droit;problème technique
1315;Est-ce que ce modèle existe aussi en couleur rouge;question produit
1316;Excellente qualité du packaging, rien n'était abîmé;autre
